STT,Link chat,Loại việc,Hệ bài chữa,Gửi giáo án,Mã giáo án,Đường dẫn bài nộp,Trạng thái,Thời gian bắt đầu,Thời gian hoàn thành,Xưng hô
5,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100023477811225&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\TECHNOLOGY CLUB.docx|D:\HoangLong_Data\Download\Social Club.docx,Đã làm,14:49,14:52,Anh - Em (Mặc định)
6,https://www.facebook.com/messages/t/742941848840700,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\MUSEUM-CLUB-APTIS-SV.docx,Đã làm,15:04,15:06,Anh - Em (Mặc định)
7,https://www.facebook.com/messages/t/1380946443291010,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\SCIENCE-CLUB.docx|D:\HoangLong_Data\Download\BUSINESS-CLUB-da-lam.docx|D:\HoangLong_Data\Download\PHOTOGRAPHY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\CAR-CLUB.docx,Đã làm,17:40,17:43,Anh - Em (Mặc định)
8,https://www.facebook.com/messages/t/1219373103493995,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FILM-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\COMPUTER-CLUB-2.docx|D:\HoangLong_Data\Download\GARDEN-CLUB.docx,Đã làm,17:40,17:44,Anh - Em (Mặc định)
9,https://www.facebook.com/messages/t/8869012603134550,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\DEBATE CLUB.docx|D:\HoangLong_Data\Download\FASHION CLUB.docx,Đã làm,17:44,17:46,Anh - Em (Mặc định)
10,https://www.facebook.com/messages/t/968227508887485,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\SPORTS-CLUB.docx,Đã làm,17:44,17:47,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100008461326224&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\ENGLISH-CLUB-APTIS-SV-Trang.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV-Trang.docx|D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV-Trang.docx,Đã làm,19:43,19:48,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=1636966893&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\MON-ENGLISH-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\MON - TELEVISION-CLUB-APTIS-SV.docx,Đã làm,19:43,19:49,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100088905742927&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\BEAUTIFUL-HOMES-CLUB.docx|D:\HoangLong_Data\Download\CAR-CLUB.docx,Đã làm,19:49,19:51,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100006009607155&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 3,D:\HoangLong_Data\Download\TASK-1-VIẾT-VỀ-KHÓA-HỌC-TIẾNG-VIỆT-CHO-NGƯỜI-BẠN-MỸ (1).docx|D:\HoangLong_Data\Download\TASK-1-VIẾT-CHO-BẠN-VỀ-TRẬN-ĐẤU-BÓNG-ĐÁ (1).docx|D:\HoangLong_Data\Download\TASK-1-VIẾT-CHO-BẠN-VỀ-TRẬN-ĐẤU-BÓNG-ĐÁ.docx|D:\HoangLong_Data\Download\TASK-1-VIẾT-VỀ-KHÓA-HỌC-TIẾNG-VIỆT-CHO-NGƯỜI-BẠN-MỸ.docx,Đã làm,19:49,19:53,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100035067966094&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 8,D:\HoangLong_Data\Download\Cause-Brain-drain.docx|D:\HoangLong_Data\Download\Cause-Traffic-accident.docx,Đã làm,19:53,19:55,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100079092620017&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 4,D:\HoangLong_Data\Download\viet-thu-sap-xep-xin-khoa-hoc.docx|D:\HoangLong_Data\Download\vietve-vali-bi-mat.docx,Đã làm,19:53,19:56,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100023690354123&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Writing.docx,Đã làm,19:57,19:59,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100023950729521&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Ngọc-Cẩm-MUSIC-CLUB.docx,Đã làm,19:57,20:00,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100045484866941&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\MUSIC-CLUB.docx|D:\HoangLong_Data\Download\TELEVISION-CLUB.docx,Đã làm,20:00,20:02,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100025471688558&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 5,D:\HoangLong_Data\Download\TASK-2-AI-TRÍ-TUỆ-NHÂN-TẠO-DISCUSS-1-2.docx,Đã làm,20:00,20:04,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100058511061253&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Trần-Đình-Quang-Vinh-MUSIC-CLUB.docx,Đã làm,20:12,20:15,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100018198195309&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\LANGUAGE.docx|D:\HoangLong_Data\Download\LANGUAGE (1).docx,Đã làm,20:12,20:16,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100025444059755&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Đào Thúy Nhi - Television club V.docx,Đã làm,20:16,20:18,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100075042691879&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Quý Lê + Music Club.docx,Đã làm,20:16,20:19,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100050387057498&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 9,D:\HoangLong_Data\Download\nguyễn trân.docx,Đã làm,20:19,20:21,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100045983885363&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\WRITING-APTIS-LANGUAGE-CLUB-THÙY-NHƯ.docx,Đã làm,20:19,20:22,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100005428892058&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 7,D:\HoangLong_Data\Download\W6.docx,Đã làm,20:22,20:25,Anh - Em (Mặc định)
18,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100016958860301&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\food-club.docx,Đã làm,20:22,20:25,Anh - Em (Mặc định)
19,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100075781824030&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Ng Linh - SOCIAL CLUB.docx|D:\HoangLong_Data\Download\Ng Linh-TECHNOLOGY CLUB.docx,Đã làm,20:26,20:28,Anh - Em (Mặc định)
20,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100003981033351&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Aptis - Bài làm - SOCIAL - CLUB và TECHNOLOGY-CLUB.docx,Đã làm,20:26,20:29,Anh - Em (Mặc định)
21,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100022737440710&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Trần Thị Mai Thảo + TELEVISION CLUB.docx|D:\HoangLong_Data\Download\Trần Thị Mai Thảo + ENGLISH CLUB.docx,Đã làm,20:40,20:43,Anh - Em (Mặc định)
22,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100010152546957&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\LÀM-COMMUNITY-CLUB.docx|D:\HoangLong_Data\Download\LÀM-HOME-LIVING-CLUB.docx,Đã làm,20:40,20:44,Anh - Em (Mặc định)
23,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100001664202411&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,20:44,20:45,Anh - Em (Mặc định)
24,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100027787097737&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\thúy hằng.docx,Đã làm,20:44,20:48,Anh - Em (Mặc định)
25,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100039513739988&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Tuyết-Vũ-FITNESS-CLUB.docx|D:\HoangLong_Data\Download\Tuyết-Vũ-English-Club.docx,Đã làm,20:48,20:51,Anh - Em (Mặc định)
26,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100039964951261&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\TASK-2-BECOME-FAMOUS-DISCUSS-PARTLY-AGREE.docx,Đã làm,22:08,22:09,Anh - Em (Mặc định)
27,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100013837789244&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\BÙI VIỆT HỒNG - MUSIC CLUB.docx,Đã làm,22:08,22:13,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100015136387258&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,11:15,11:16,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100015136387258&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 2,,Đã làm,11:15,11:16,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100047179335034&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,11:16,11:17,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100076184441726&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,11:16,11:18,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100005632208690&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,11:21,11:22,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100028975823587&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Hung Dang - Writing.docx,Đã làm,11:21,11:27,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100045484866941&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FITNESS-CLUB.docx|D:\HoangLong_Data\Download\FOOD-CLUB.docx,Đã làm,11:27,11:32,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100017565725852&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,11:27,11:29,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=61550797424080&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,11:35,11:36,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100055156303382&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,11:35,11:37,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100025402283928&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,12:14,12:15,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100025700640911&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\NATURE-CLUB-1.docx|D:\HoangLong_Data\Download\CAR-CLUB.docx,Đã làm,12:17,12:19,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100007416542783&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,12:21,12:22,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100093983584080&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Part-2.docx,Đã làm,12:21,12:26,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100048396369859&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,12:31,12:32,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100009092768571&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV.docx,Đã làm,12:31,12:36,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100005114176837&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\duy huan.docx,Đã làm,12:36,12:41,Anh - Em (Mặc định)
18,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100006706600261&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Nguyễn Duy Anh + Music Club.docx,Đã làm,12:36,12:42,Anh - Em (Mặc định)
19,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100022083913092&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\COMMUNITY-CLUB-HOME-LIVING.docx,Đã làm,12:45,12:50,Anh - Em (Mặc định)
20,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100023960834111&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\COMMUNITY-CLUB.docx|D:\HoangLong_Data\Download\HOME-LIVING.docx,Đã làm,12:45,12:51,Anh - Em (Mặc định)
21,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100054207472970&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\SOCIAL - CLUB - APTIS SV.docx|D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-APTIS-SV.docx,Đã làm,12:51,12:55,Anh - Em (Mặc định)
22,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100092882052158&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 5,D:\HoangLong_Data\Download\Task-2.docx,Đã làm,12:57,12:59,Anh - Em (Mặc định)
23,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100013162951168&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Debate-club-Kieu-Anh.docx,Đã làm,12:57,13:00,Anh - Em (Mặc định)
24,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100057219168092&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 3,D:\HoangLong_Data\Download\TASK-1-VIẾT-CHO-BẠN-VỀ-TRẬN-ĐẤU-BÓNG-ĐÁ.docx|D:\HoangLong_Data\Download\TASK-1-VIẾT-VỀ-KHÓA-HỌC-TIẾNG-VIỆT-CHO-NGƯỜI-BẠN-MỸ.docx,Đã làm,13:02,13:04,Anh - Em (Mặc định)
25,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100055495142151&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Writing_-food-club-APTIS-SV-làm.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-làm.docx,Đã làm,13:05,13:08,Anh - Em (Mặc định)
26,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100007196628495&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\art-club.docx,Đã làm,13:12,13:14,Anh - Em (Mặc định)
